,index,StartTime,TotalTimeSeconds,DistanceMeters,MaximumSpeed,Calories,AverageSpeed,parsed,zoned,hour,Miles,Minutes,Trip_hours,average_mph,maximum_mph,leg_flag,month,day,weekday
0,66,2013-02-27 14:47:54,2084.49,17797.09,13.3,720.0,8.54,2013-02-27 14:47:54+00:00,2013-02-27 06:47:54-08:00,6,11.05862651770291,34.741499999999995,0.5790249999999999,19.098703022672446,29.75132663079275,morning_city,2,27,2
1,74,2013-03-22 13:46:00,2086.73,17819.94,12.26,714.0,8.54,2013-03-22 13:46:00+00:00,2013-03-22 06:46:00-07:00,6,11.072824884735358,34.77883333333333,0.5796472222222222,19.10269636466974,27.424907104775873,morning_city,3,22,4
2,230,2013-04-09 13:44:35,3548.92,29733.52,13.88,1195.0,8.38,2013-04-09 13:44:35+00:00,2013-04-09 06:44:35-07:00,6,18.475598692631763,59.14866666666667,0.9858111111111112,18.74152003806069,31.048752904917546,morning_city,4,9,1
3,120,2013-05-01 13:43:58,433.59,3190.36,10.91,171.0,7.36,2013-05-01 13:43:58+00:00,2013-05-01 06:43:58-07:00,6,1.9824027240980777,7.2265,0.12044166666666666,16.459442807152104,24.40503560465781,morning_city,5,1,2
4,121,2013-05-01 13:51:33,1592.6,14634.2,13.48,596.0,9.19,2013-05-01 13:51:33+00:00,2013-05-01 06:51:33-07:00,6,9.093292902680602,26.543333333333333,0.4423888888888889,20.55497579407897,30.153976164141824,morning_city,5,1,2
5,114,2013-05-03 13:45:09,421.52,3138.91,11.48,168.0,7.45,2013-05-03 13:45:09+00:00,2013-05-03 06:45:09-07:00,6,1.950433096797445,7.025333333333333,0.11708888888888888,16.657712916281085,25.680092460263214,morning_city,5,3,4
6,211,2013-05-06 13:49:12,2113.34,17785.68,13.66,720.0,8.42,2013-05-06 13:49:12+00:00,2013-05-06 06:49:12-07:00,6,11.051536654777737,35.22233333333334,0.587038888888889,18.82590210623934,30.556625697490897,morning_city,5,6,0
7,362,2013-05-14 13:48:47,460.61,3179.79,10.39,117.0,6.9,2013-05-14 13:48:47+00:00,2013-05-14 06:48:47-07:00,6,1.975834814271689,7.676833333333334,0.12794722222222224,15.442576868452877,23.241825841649373,morning_city,5,14,1
8,27,2013-05-15 13:48:45,460.87,3174.39,9.32,170.0,6.89,2013-05-15 13:48:45+00:00,2013-05-15 06:48:45-07:00,6,1.97247940149378,7.681166666666667,0.12801944444444444,15.407654751616745,20.848298060074317,morning_city,5,15,2
9,30,2013-05-16 13:49:47,407.55,3151.29,10.4,146.0,7.73,2013-05-16 13:49:47+00:00,2013-05-16 06:49:47-07:00,6,1.9581256912771696,6.7925,0.11320833333333334,17.29665682394261,23.264195260168766,morning_city,5,16,3
10,371,2013-05-20 13:48:32,443.89,3129.25,10.23,136.0,7.05,2013-05-20 13:48:32+00:00,2013-05-20 06:48:32-07:00,6,1.9444306361614079,7.398166666666667,0.12330277777777778,15.769560679855523,22.883915145339085,morning_city,5,20,0
11,348,2013-05-21 13:53:14,397.99,3108.08,11.44,193.0,7.81,2013-05-21 13:53:14+00:00,2013-05-21 06:53:14-07:00,6,1.9312761753265315,6.633166666666667,0.11055277777777778,17.469268652919705,25.590614786185643,morning_city,5,21,1
