,index,StartTime,TotalTimeSeconds,DistanceMeters,MaximumSpeed,Calories,AverageSpeed,parsed,zoned,hour,Miles,Minutes,Trip_hours,average_mph,maximum_mph,leg_flag,month,day,weekday
107,392,2013-03-25 14:41:03,5805.72,40173.62,11.98,1473.0,6.92,2013-03-25 14:41:03+00:00,2013-03-25 07:41:03-07:00,7,24.962792200529414,96.762,1.6127,15.478881503397664,26.798563386232868,morning_suburb,3,25,0
108,224,2013-03-26 14:48:19,1634.75,14645.47,12.44,605.0,8.96,2013-03-26 14:48:19+00:00,2013-03-26 07:48:19-07:00,7,9.100295773422646,27.245833333333334,0.4540972222222222,20.04041277523874,27.827556638124946,morning_suburb,3,26,1
109,150,2013-04-02 14:48:33,1593.9,14666.04,12.6,605.0,9.2,2013-04-02 14:48:33+00:00,2013-04-02 07:48:33-07:00,7,9.113077410615533,26.565,0.44275000000000003,20.582896466664106,28.185467334435234,morning_suburb,4,2,1
110,21,2013-04-03 14:47:49,1596.4,14662.74,23.41,588.0,9.18,2013-04-03 14:47:49+00:00,2013-04-03 07:47:49-07:00,7,9.111026880584587,26.60666666666667,0.4434444444444445,20.546039069221067,52.366808753899114,morning_suburb,4,3,2
111,233,2013-04-05 14:47:05,1598.16,14653.51,11.82,621.0,9.17,2013-04-05 14:47:05+00:00,2013-04-05 07:47:05-07:00,7,9.10529161022531,26.636000000000003,0.4439333333333334,20.510493190175644,26.44065268992258,morning_suburb,4,5,4
112,393,2013-04-22 14:49:05,1640.37,14618.99,10.99,624.0,8.91,2013-04-22 14:49:05+00:00,2013-04-22 07:49:05-07:00,7,9.083841823356158,27.339499999999997,0.4556583333333333,19.93564291231989,24.583990952812954,morning_suburb,4,22,0
113,160,2013-04-23 14:51:03,1618.18,14629.46,12.72,594.0,9.04,2013-04-23 14:51:03+00:00,2013-04-23 07:51:03-07:00,7,9.090347595908883,26.96966666666667,0.4494944444444445,20.2234926554969,28.45390035666795,morning_suburb,4,23,1
114,308,2013-04-24 14:47:33,1571.17,14610.3,14.66,601.0,9.3,2013-04-24 14:47:33+00:00,2013-04-24 07:47:33-07:00,7,9.078442094274672,26.18616666666667,0.43643611111111114,20.801308285792636,32.7935675494302,morning_suburb,4,24,2
115,334,2013-04-25 14:47:51,1598.65,14604.25,13.92,613.0,9.14,2013-04-25 14:47:51+00:00,2013-04-25 07:47:51-07:00,7,9.07468278921794,26.644166666666667,0.44406944444444446,20.435278542010185,31.138230578995117,morning_suburb,4,25,3
116,122,2013-04-29 14:54:56,1520.69,14640.56,14.28,596.0,9.63,2013-04-29 14:54:56+00:00,2013-04-29 07:54:56-07:00,7,9.097244833285695,25.344833333333334,0.4224138888888889,21.53632982384871,31.943529645693268,morning_suburb,4,29,0
117,115,2013-05-03 14:47:04,1560.11,14628.74,13.59,596.0,9.38,2013-05-03 14:47:04+00:00,2013-05-03 07:47:04-07:00,7,9.089900207538495,26.00183333333333,0.4333638888888888,20.97521376514386,30.400039767855148,morning_suburb,5,3,4
118,178,2013-05-08 14:43:34,3289.01,27575.65,14.25,1144.0,8.38,2013-05-08 14:43:34+00:00,2013-05-08 07:43:34-07:00,7,17.134757105397245,54.816833333333335,0.913613888888889,18.75492186993353,31.87642139013509,morning_suburb,5,8,2
119,76,2013-05-10 14:49:09,1586.45,14647.94,13.32,590.0,9.23,2013-05-10 14:49:09+00:00,2013-05-10 07:49:09-07:00,7,9.10183056408217,26.440833333333334,0.4406805555555556,20.654032607832466,29.796065467831536,morning_suburb,5,10,4
120,59,2013-05-13 14:46:42,1530.82,14592.92,13.93,591.0,9.53,2013-05-13 14:46:42+00:00,2013-05-13 07:46:42-07:00,7,9.067642636111698,25.513666666666666,0.42522777777777776,21.3242010752421,31.16059999751451,morning_suburb,5,13,0
121,363,2013-05-14 14:49:02,1543.06,14648.7,13.37,598.0,9.49,2013-05-14 14:49:02+00:00,2013-05-14 07:49:02-07:00,7,9.102302807362024,25.717666666666666,0.4286277777777778,21.2359144210227,29.9079125604285,morning_suburb,5,14,1
122,31,2013-05-16 14:46:32,1648.74,14622.08,13.12,596.0,8.87,2013-05-16 14:46:32+00:00,2013-05-16 07:46:32-07:00,7,9.085761865112406,27.479,0.4579833333333333,19.838629932193474,29.348677097443673,morning_suburb,5,16,3
123,372,2013-05-20 14:49:26,1556.98,14662.82,12.65,608.0,9.42,2013-05-20 14:49:26+00:00,2013-05-20 07:49:26-07:00,7,9.11107659040352,25.949666666666666,0.4324944444444444,21.0663436431121,28.2973144270322,morning_suburb,5,20,0
124,349,2013-05-21 14:49:07,1664.12,14620.16,11.25,596.0,8.79,2013-05-21 14:49:07+00:00,2013-05-21 07:49:07-07:00,7,9.08456882945804,27.735333333333333,0.46225555555555553,19.65269799416445,25.165595834317173,morning_suburb,5,21,1
125,398,2013-05-22 14:00:39,394.96,3123.35,12.18,224.0,7.91,2013-05-22 14:00:39+00:00,2013-05-22 07:00:39-07:00,7,1.940764537015174,6.582666666666666,0.1097111111111111,17.68977195983043,27.245951756620727,morning_suburb,5,22,2
126,399,2013-05-22 14:52:43,2784.73,24553.51,13.57,969.0,8.82,2013-05-22 14:52:43+00:00,2013-05-22 07:52:43-07:00,7,15.256881703058397,46.412166666666664,0.7735361111111111,19.72355457477394,30.355300930816362,morning_suburb,5,22,2
127,278,2013-05-24 14:48:22,1677.35,14652.92,12.39,589.0,8.74,2013-05-24 14:48:22+00:00,2013-05-24 07:48:22-07:00,7,9.104925000310686,27.95583333333333,0.4659305555555555,19.5413777691707,27.715709545527982,morning_suburb,5,24,4
128,301,2013-05-28 14:47:16,1604.41,14641.82,14.64,601.0,9.13,2013-05-28 14:47:16+00:00,2013-05-28 07:47:16-07:00,7,9.098027762933874,26.740166666666667,0.44566944444444445,20.4142955644517,32.748828712391415,morning_suburb,5,28,1
129,413,2013-05-29 14:36:31,3124.54,26419.4,13.28,1044.0,8.46,2013-05-29 14:36:31+00:00,2013-05-29 07:36:31-07:00,7,16.416294878645907,52.07566666666666,0.8679277777777777,18.914355893387594,29.70658779375396,morning_suburb,5,29,2
130,94,2013-05-31 14:48:32,1556.5,14661.3,12.9,630.0,9.42,2013-05-31 14:48:32+00:00,2013-05-31 07:48:32-07:00,7,9.110132103843812,25.941666666666666,0.4323611111111111,21.070655685086876,28.85654989001703,morning_suburb,5,31,4
