,StartTime,TotalTimeSeconds,DistanceMeters,MaximumSpeed,Calories,AverageSpeed
36,2013-11-21T14:35:17Z,666.61,4767.91,11.65,458.0,7.15
37,2013-11-21T15:48:09Z,1743.95,14642.49,12.83,573.0,8.4
83,2013-11-22T00:09:16Z,1712.82,14092.57,13.69,560.0,8.23
84,2013-11-22T01:37:52Z,837.0,4471.05,10.82,276.0,5.34
345,2013-11-26T14:37:04Z,580.03,4727.85,14.02,315.0,8.15
346,2013-11-26T15:47:25Z,1685.2,14655.01,12.56,619.0,8.7
202,2013-11-27T00:21:07Z,1616.39,14131.23,12.68,609.0,8.74
203,2013-11-27T01:39:42Z,810.34,4803.85,10.85,296.0,5.93
317,2013-12-01T23:12:10Z,846.22,1637.1,4.32,84.0,1.93
5,2013-12-02T14:35:39Z,649.8,4684.39,12.86,116.0,7.21
6,2013-12-02T15:48:00Z,1719.81,14630.73,12.63,600.0,8.51
100,2013-12-03T00:18:47Z,1658.5,14153.5,11.45,589.0,8.53
101,2013-12-03T01:39:58Z,897.87,4820.15,8.93,250.0,5.37
268,2013-12-03T14:36:44Z,626.71,4726.34,11.75,202.0,7.54
269,2013-12-03T15:50:20Z,1575.31,14410.07,14.14,597.0,9.15
18,2013-12-04T00:06:18Z,1767.46,14126.67,11.2,524.0,7.99
19,2013-12-04T01:40:23Z,798.46,4492.74,9.03,218.0,5.63
77,2013-12-04T14:43:12Z,637.14,4789.01,13.56,325.0,7.52
78,2013-12-04T15:48:11Z,1746.47,14650.57,11.28,578.0,8.39
379,2013-12-05T00:15:55Z,1741.12,14122.12,11.96,566.0,8.11
380,2013-12-05T01:41:14Z,828.35,4827.9,10.32,222.0,5.83
125,2013-12-06T14:47:37Z,1.42,0.0,2.12,0.0,0.0
75,2013-12-06T15:45:55Z,1698.89,14658.54,12.32,580.0,8.63
249,2013-12-07T00:19:57Z,1586.69,13186.89,11.4,542.0,8.31
250,2013-12-07T01:41:10Z,896.68,4801.79,10.24,228.0,5.36
192,2013-12-09T14:38:53Z,632.79,4734.29,13.15,217.0,7.48
193,2013-12-09T15:55:13Z,1675.55,14654.62,12.32,584.0,8.75
355,2013-12-10T00:15:36Z,1802.5,12863.82,11.98,494.0,7.14
356,2013-12-10T01:57:23Z,816.92,4682.31,10.44,233.0,5.73
242,2013-12-11T14:43:33Z,616.23,4744.84,16.68,233.0,7.7
243,2013-12-11T15:52:38Z,1739.82,14640.86,13.51,562.0,8.42
60,2013-12-12T00:21:17Z,1620.02,14132.18,11.47,587.0,8.72
61,2013-12-12T01:38:42Z,855.84,4825.7,9.53,239.0,5.64
342,2013-12-13T14:41:57Z,626.57,4795.59,12.32,250.0,7.65
343,2013-12-13T15:47:56Z,1676.59,14646.83,12.61,596.0,8.74
32,2013-12-14T00:15:12Z,1634.89,14116.63,12.79,610.0,8.63
33,2013-12-14T01:42:12Z,849.81,4821.09,9.24,242.0,5.67
244,2013-12-16T14:42:02Z,640.68,4693.46,11.93,203.0,7.33
245,2013-12-16T15:46:47Z,1721.15,14650.32,12.03,576.0,8.51
358,2013-12-17T00:18:23Z,1687.25,14135.33,12.32,547.0,8.38
359,2013-12-17T01:44:00Z,762.47,4814.72,9.88,203.0,6.31
69,2013-12-17T14:38:54Z,591.02,4746.09,12.56,204.0,8.03
70,2013-12-17T15:46:42Z,1700.2,14656.01,12.58,580.0,8.62
382,2013-12-17T23:55:23Z,1608.03,14142.38,12.3,577.0,8.79
383,2013-12-18T01:24:06Z,802.84,4816.0,9.62,216.0,6.0
285,2013-12-18T14:39:18Z,624.82,4719.71,11.58,179.0,7.55
286,2013-12-18T15:45:37Z,1594.85,14644.08,17.0,591.0,9.18
366,2013-12-19T00:15:06Z,1791.37,14101.56,13.02,511.0,7.87
367,2013-12-19T01:39:25Z,878.27,4848.88,10.07,180.0,5.52
222,2013-12-20T14:43:14Z,584.96,4738.29,12.76,217.0,8.1
223,2013-12-20T15:45:24Z,1675.85,14658.69,11.75,603.0,8.75
225,2013-12-21T00:19:48Z,1604.68,14156.28,12.59,609.0,8.82
226,2013-12-21T01:43:10Z,842.07,4822.41,9.34,227.0,5.73
361,2013-12-25T22:48:24Z,4914.11,12687.19,6.48,338.0,2.58
138,2013-12-27T22:44:42Z,1951.8,10517.86,10.72,567.0,5.39
139,2013-12-27T23:57:43Z,2386.36,14941.73,13.43,450.0,6.26
310,2013-12-28T21:52:17Z,5516.75,25004.5,10.16,889.0,4.53
