""RecID","MultiSportSessionRecID","NextSportRecID","StartTime","Sport","TotalTimeSeconds","DistanceMeters","VirtualPartner","PlanName","PlanType","IntervalWorkout","Notes","Creator","""
"7","2014-06-21T00:48:03Z","37.7641642","-122.4128904","14.5570068","16895.2226562","","0","Absent",""
"7","2014-06-21T00:48:07Z","37.7641380","-122.4129914","14.5570068","16905.0546875","","0","Absent",""
"7","2014-06-21T00:48:10Z","37.7640602","-122.4131587","14.5570068","16924.6972656","","0","Absent",""
"7","2014-06-21T00:48:15Z","37.7638857","-122.4135509","15.0377197","16961.6210938","","0","Absent",""
"7","2014-06-21T00:48:18Z","37.7637956","-122.4138039","15.0377197","16986.0527344","","0","Absent",""
"7","2014-06-21T00:48:23Z","37.7637518","-122.4142534","14.0764160","17025.9960938","","0","Absent",""
"7","2014-06-21T00:48:32Z","37.7637057","-122.4150425","13.1151123","17095.7011719","","0","Absent",""
"7","2014-06-21T00:48:41Z","37.7636534","-122.4158241","12.6343994","17164.7851562","","0","Absent",""
"7","2014-06-21T00:48:46Z","37.7636344","-122.4161525","13.1151123","17193.6601562","","0","Absent",""
"7","2014-06-21T00:48:51Z","37.7636182","-122.4164343","13.5958252","17218.6367188","","0","Absent",""
"7","2014-06-21T00:48:58Z","37.7635886","-122.4168418","15.0377197","17254.6093750","","0","Absent",""
"7","2014-06-21T00:49:00Z","37.7635872","-122.4169446","15.5184326","17263.6660156","","0","Absent",""
"7","2014-06-21T00:49:06Z","37.7635744","-122.4171977","14.5570068","17285.8828125","","0","Absent",""
"7","2014-06-21T00:49:08Z","","","14.5570068","17287.8476562","","0","Present",""
"7","2014-06-21T00:49:09Z","","","14.5570068","17287.8476562","","0","Present",""
"7","2014-06-21T00:49:10Z","","","","","","","",""
"8","2014-06-21T00:49:14Z","","","","","","","",""
"8","2014-06-21T00:49:15Z","37.7635715","-122.4172486","14.5570068","17287.8476562","","","Absent",""
"8","2014-06-21T00:49:19Z","37.7635684","-122.4173893","15.5184326","17301.3007812","","0","Absent",""
"8","2014-06-21T00:49:25Z","37.7635508","-122.4177086","15.5184326","17329.5839844","","0","Absent",""
"8","2014-06-21T00:49:35Z","37.7635202","-122.4183135","15.9990234","17382.9707031","","0","Absent",""
"8","2014-06-21T00:49:39Z","","","15.9990234","17392.7812500","","0","Present",""
"8","2014-06-21T00:49:40Z","37.7635074","-122.4184541","15.9990234","17394.3242188","","0","Absent",""
"8","2014-06-21T00:49:44Z","37.7635057","-122.4186158","16.4797363","17408.6542969","","0","Absent",""
"8","2014-06-21T00:49:50Z","37.7634804","-122.4189810","16.4797363","17440.9140625","","0","Absent",""
"8","2014-06-21T00:49:56Z","37.7634629","-122.4192378","17.9217529","17463.6386719","","0","Absent",""
"8","2014-06-21T00:50:01Z","37.7634515","-122.4195618","16.9604492","17492.5703125","","0","Absent",""
"8","2014-06-21T00:50:06Z","37.7634272","-122.4198934","15.9990234","17521.4921875","","0","Absent",""
"8","2014-06-21T00:50:11Z","37.7634166","-122.4201016","16.9604492","17539.8984375","","0","Absent",""
"8","2014-06-21T00:50:15Z","37.7634031","-122.4203140","18.8830566","17558.7148438","","0","Absent",""
"8","2014-06-21T00:50:21Z","37.7633588","-122.4207041","21.2863770","17593.5097656","","0","Absent",""
"8","2014-06-21T00:50:22Z","37.7633531","-122.4207766","21.2863770","17599.9355469","","0","Absent",""
"8","2014-06-21T00:50:28Z","37.7633381","-122.4211938","21.2863770","17636.6562500","","0","Absent",""
"8","2014-06-21T00:50:32Z","37.7633359","-122.4213373","20.8056641","17649.1542969","","0","Absent",""
"8","2014-06-21T00:50:37Z","37.7633096","-122.4215270","21.7669678","17666.3378906","","0","Absent",""
"8","2014-06-21T00:50:38Z","37.7633002","-122.4215730","21.2863770","17670.2890625","","0","Absent",""
"8","2014-06-21T00:50:42Z","37.7632960","-122.4217881","21.2863770","17689.4003906","","0","Absent",""
"8","2014-06-21T00:50:49Z","37.7632671","-122.4223313","22.7282715","17737.4042969","","0","Absent",""
"8","2014-06-21T00:50:58Z","37.7632400","-122.4229867","23.6895752","17795.4394531","","0","Absent",""
"8","2014-06-21T00:51:06Z","37.7632128","-122.4235099","26.0928955","17841.3632812","","0","Absent",""
"8","2014-06-21T00:51:12Z","37.7631998","-122.4238766","24.6510010","17873.6816406","","0","Absent",""
"8","2014-06-21T00:51:19Z","37.7631679","-122.4243074","25.6123047","17911.7695312","","0","Absent",""
"8","2014-06-21T00:51:21Z","37.7631532","-122.4244219","26.5736084","17922.0253906","","0","Absent",""
"8","2014-06-21T00:51:23Z","37.7631374","-122.4245576","27.5349121","17934.1464844","","0","Absent",""
"8","2014-06-21T00:51:31Z","37.7631105","-122.4251833","27.5349121","17989.4121094","","0","Absent",""
"8","2014-06-21T00:51:39Z","37.7630698","-122.4258155","28.9769287","18045.6875000","","0","Absent",""
"8","2014-06-21T00:51:44Z","37.7630495","-122.4260765","28.4962158","18068.1191406","","0","Absent",""
"8","2014-06-21T00:51:45Z","","","27.5349121","18068.1191406","","0","Present",""
"8","2014-06-21T00:51:47Z","","","27.5349121","18068.1191406","","","Present",""
"8","2014-06-21T00:51:48Z","","","","","","","",""
"9","2014-06-21T00:52:14Z","","","","","","","",""
"9","2014-06-21T00:52:15Z","37.7630343","-122.4260961","28.0155029","18068.1191406","","0","Absent",""
"9","2014-06-21T00:52:16Z","37.7630351","-122.4261178","28.0155029","18070.9941406","","0","Absent",""
"9","2014-06-21T00:52:20Z","37.7630257","-122.4263226","28.4962158","18089.1445312","","0","Absent",""
"9","2014-06-21T00:52:25Z","37.7629999","-122.4266298","29.9381104","18116.4414062","","0","Absent",""
"9","2014-06-21T00:52:34Z","37.7629641","-122.4272497","30.4188232","18171.1992188","","0","Absent",""
"9","2014-06-21T00:52:44Z","37.7629283","-122.4279180","31.8607178","18230.2011719","","0","Absent",""
"9","2014-06-21T00:52:53Z","37.7628971","-122.4285289","33.3028564","18284.2050781","","0","Absent",""
"9","2014-06-21T00:52:54Z","37.7628911","-122.4286043","33.7834473","18290.8613281","","0","Absent",""
"9","2014-06-21T00:53:00Z","37.7628706","-122.4290780","35.2254639","18332.6992188","","0","Absent",""
"9","2014-06-21T00:53:07Z","37.7628408","-122.4296138","33.3028564","18379.9667969","","0","Absent",""
"9","2014-06-21T00:53:14Z","37.7628178","-122.4300616","33.3028564","18419.4589844","","0","Absent",""
"9","2014-06-21T00:53:22Z","37.7627883","-122.4304543","33.7834473","18454.1171875","","0","Absent",""
"9","2014-06-21T00:53:27Z","37.7627841","-122.4306297","33.7834473","18469.6054688","","0","Absent",""
"9","2014-06-21T00:53:29Z","37.7628005","-122.4307055","33.7834473","18476.6425781","","0","Absent",""
"9","2014-06-21T00:53:33Z","37.7629644","-122.4308068","34.2641602","18497.6582031","","0","Absent",""
"9","2014-06-21T00:53:34Z","37.7630221","-122.4308149","34.7448730","18504.0976562","","0","Absent",""
"9","2014-06-21T00:53:36Z","37.7631424","-122.4308242","36.1867676","18517.4941406","","0","Absent",""
"9","2014-06-21T00:53:45Z","37.7636961","-122.4308654","39.5512695","18579.0761719","","0","Absent",""
"9","2014-06-21T00:53:48Z","37.7638748","-122.4308812","38.5900879","18599.0839844","","0","Absent",""
"9","2014-06-21T00:53:53Z","37.7641218","-122.4309034","39.0706787","18626.2734375","","0","Absent",""
"9","2014-06-21T00:53:58Z","37.7642639","-122.4309131","40.0321045","18641.8710938","","0","Absent",""
"9","2014-06-21T00:54:00Z","37.7642881","-122.4309127","39.0706787","18644.5507812","","0","Absent",""
"9","2014-06-21T00:54:04Z","37.7643693","-122.4310228","40.5128174","18658.3476562","","0","Absent",""
"9","2014-06-21T00:54:08Z","37.7644019","-122.4312257","41.4739990","18676.7285156","","0","Absent",""
"9","2014-06-21T00:54:18Z","37.7643649","-122.4317586","43.3966064","18723.8945312","","0","Absent",""
"9","2014-06-21T00:54:23Z","37.7643637","-122.4319875","43.3966064","18743.9257812","","0","Absent",""
"9","2014-06-21T00:54:27Z","37.7643457","-122.4321347","44.3580322","18757.2714844","","0","Absent",""
"9","2014-06-21T00:54:35Z","37.7643153","-122.4325315","46.2806396","18792.3066406","","0","Absent",""
"9","2014-06-21T00:54:40Z","37.7643131","-122.4326987","45.3192139","18806.9882812","","0","Absent",""
"9","2014-06-21T00:54:44Z","","","45.3192139","18812.8613281","","0","Present",""
"9","2014-06-21T00:54:47Z","","","44.8386230","18812.8613281","","0","Present",""
"9","2014-06-21T00:54:48Z","","","","","","","",""
"10","2014-06-21T00:55:11Z","","","","","","","",""
"10","2014-06-21T00:55:12Z","37.7643052","-122.4328296","44.3580322","18812.8613281","","0","Absent",""
"10","2014-06-21T00:55:16Z","37.7642898","-122.4330112","46.2806396","18830.3203125","","0","Absent",""
"10","2014-06-21T00:55:22Z","37.7642411","-122.4333998","46.7612305","18865.0761719","","0","Absent",""
"10","2014-06-21T00:55:28Z","37.7642078","-122.4338104","47.7225342","18901.4023438","","0","Absent",""
"10","2014-06-21T00:55:32Z","37.7641983","-122.4340206","50.1259766","18919.8847656","","0","Absent",""
"10","2014-06-21T00:55:37Z","37.7642206","-122.4342161","52.5291748","18937.5996094","","0","Absent",""
"10","2014-06-21T00:55:40Z","37.7642706","-122.4342669","53.0097656","18944.7363281","","0","Absent",""
"10","2014-06-21T00:55:41Z","","","","","","","",""
"11","2014-07-07T13:34:31Z","","","50.6065674","0.0000000","","0","Present",""
"11","2014-07-07T13:34:34Z","","","50.6065674","22.8999996","","0","Present",""
"11","2014-07-07T13:34:36Z","","","50.6065674","43.7099991","","0","Present",""
"11","2014-07-07T13:34:39Z","","","50.1259766","68.7000046","","0","Present",""
"11","2014-07-07T13:34:41Z","","","50.1259766","91.5799942","","0","Present",""
"11","2014-07-07T13:34:43Z","","","49.6452637","112.3899918","","0","Present",""
"11","2014-07-07T13:34:46Z","","","49.1645508","137.3800049","","0","Present",""
"11","2014-07-07T13:34:48Z","","","48.6839600","160.2700195","","0","Present",""
"11","2014-07-07T13:34:51Z","","","47.7225342","181.0800323","","0","Present",""
"11","2014-07-07T13:34:52Z","37.7658230","-122.4309996","47.7225342","191.3869781","","0","Absent",""
"11","2014-07-07T13:34:57Z","37.7659997","-122.4307858","46.7612305","218.1138916","","0","Absent",""
"11","2014-07-07T13:35:01Z","37.7660310","-122.4307441","46.7612305","222.9203491","","0","Absent",""
"11","2014-07-07T13:35:02Z","","","47.2418213","222.9203491","","0","Present",""
"11","2014-07-07T13:35:05Z","","","47.2418213","222.9203491","","","Present",""
"11","2014-07-07T13:35:06Z","","","","","","","",""
"12","2014-07-07T13:35:07Z","","","","","","","",""
"12","2014-07-07T13:35:08Z","37.7660384","-122.4307208","47.2418213","222.9203491","","","Absent",""
"12","2014-07-07T13:35:10Z","37.7660963","-122.4306388","47.7225342","234.6710663","","0","Absent",""
"12","2014-07-07T13:35:14Z","37.7662653","-122.4304361","46.7612305","260.3860474","","0","Absent",""
"12","2014-07-07T13:35:18Z","37.7664968","-122.4301624","45.3192139","295.8854370","","0","Absent",""
"12","2014-07-07T13:35:24Z","37.7668932","-122.4296628","43.8773193","358.1953430","","0","Absent",""
"12","2014-07-07T13:35:30Z","37.7673364","-122.4291026","40.5128174","427.9702454","","0","Absent",""
"12","2014-07-07T13:35:31Z","37.7674095","-122.4290098","40.0321045","439.9525757","","0","Absent",""
"12","2014-07-07T13:35:38Z","37.7679281","-122.4283428","40.0321045","521.7426147","","0","Absent",""
"12","2014-07-07T13:35:42Z","37.7682296","-122.4279780","40.9934082","568.2965698","","0","Absent",""
"12","2014-07-07T13:35:45Z","37.7684351","-122.4277155","42.4354248","600.6243896","","0","Absent",""
"12","2014-07-07T13:35:51Z","37.7688001","-122.4272214","44.3580322","659.9652710","","0","Absent",""
"12","2014-07-07T13:36:00Z","37.7693269","-122.4265654","45.3192139","742.1392822","","0","Absent",""
"12","2014-07-07T13:36:08Z","37.7698023","-122.4259553","44.3580322","817.9985352","","0","Absent",""
"12","2014-07-07T13:36:17Z","37.7703582","-122.4252488","41.4739990","905.1588745","","0","Absent",""
"12","2014-07-07T13:36:19Z","37.7704869","-122.4250892","40.0321045","925.1561279","","0","Absent",""
"12","2014-07-07T13:36:24Z","37.7708190","-122.4246665","37.6286621","977.6638794","","0","Absent",""
"12","2014-07-07T13:36:25Z","37.7708908","-122.4245728","37.6286621","989.1071777","","0","Absent",""
"12","2014-07-07T13:36:31Z","37.7713113","-122.4240444","35.7060547","1055.4157715","","0","Absent",""
"12","2014-07-07T13:36:35Z","37.7715672","-122.4237144","33.3028564","1095.6114502","","0","Absent",""
"12","2014-07-07T13:36:39Z","37.7718190","-122.4233922","29.9381104","1135.4168701","","0","Absent",""
"12","2014-07-07T13:36:42Z","37.7720018","-122.4231766","28.0155029","1163.2219238","","0","Absent",""
"12","2014-07-07T13:36:47Z","37.7723212","-122.4227556","26.5736084","1214.6223145","","0","Absent",""
"12","2014-07-07T13:36:53Z","37.7726926","-122.4222619","25.6123047","1274.7854004","","0","Absent",""
"12","2014-07-07T13:36:57Z","","","25.6123047","1308.3066406","","0","Present",""
"12","2014-07-07T13:36:59Z","37.7730343","-122.4218494","25.6123047","1325.5435791","","0","Absent",""
"12","2014-07-07T13:37:00Z","37.7730931","-122.4217808","25.6123047","1334.4793701","","0","Absent",""
"12","2014-07-07T13:37:05Z","37.7733953","-122.4214169","25.1317139","1380.8695068","","0","Absent",""
"12","2014-07-07T13:37:10Z","37.7736997","-122.4210112","25.1317139","1430.0102539","","0","Absent",""
"12","2014-07-07T13:37:11Z","","","24.6510010","1438.3103027","","0","Present",""
"12","2014-07-07T13:37:13Z","37.7738672","-122.4207846","24.6510010","1458.7388916","","0","Absent",""
"12","2014-07-07T13:37:19Z","37.7742095","-122.4203581","24.6510010","1512.1165771","","0","Absent",""
"12","2014-07-07T13:37:25Z","37.7745607","-122.4199351","24.6510010","1566.5142822","","0","Absent",""
"12","2014-07-07T13:37:30Z","37.7748193","-122.4196112","25.1317139","1606.4716797","","0","Absent",""
"12","2014-07-07T13:37:34Z","","","25.1317139","1620.0701904","","0","Present",""
"12","2014-07-07T13:37:39Z","","","25.1317139","1620.0701904","","","Present",""
"12","2014-07-07T13:37:40Z","","","","","","","",""
"13","2014-07-07T13:37:43Z","","","","","","","",""
"13","2014-07-07T13:37:44Z","37.7749503","-122.4194723","23.6895752","1620.0701904","","0","Absent",""
"13","2014-07-07T13:37:49Z","37.7750823","-122.4193076","24.1702881","1642.2183838","","0","Absent",""
"13","2014-07-07T13:37:54Z","37.7752828","-122.4190886","24.1702881","1671.6666260","","0","Absent",""
"13","2014-07-07T13:38:00Z","37.7755837","-122.4187659","25.6123047","1715.5080566","","0","Absent",""
"13","2014-07-07T13:38:05Z","37.7758245","-122.4185043","25.6123047","1750.8028564","","0","Absent",""
"13","2014-07-07T13:38:10Z","37.7760681","-122.4182318","25.6123047","1787.0957031","","0","Absent",""
"13","2014-07-07T13:38:12Z","37.7761596","-122.4181282","25.6123047","1800.6494141","","0","Absent",""
"13","2014-07-07T13:38:17Z","37.7763437","-122.4179226","26.0928955","1827.8405762","","0","Absent",""
"13","2014-07-07T13:38:22Z","37.7764364","-122.4177123","26.5736084","1848.7025146","","0","Absent",""
"13","2014-07-07T13:38:27Z","37.7764686","-122.4175703","26.5736084","1860.9068604","","0","Absent",""
"13","2014-07-07T13:38:29Z","37.7765096","-122.4174334","26.0928955","1870.7304688","","0","Absent",""
"13","2014-07-07T13:38:33Z","37.7766767","-122.4172531","27.0543213","1895.0146484","","0","Absent",""
"13","2014-07-07T13:38:36Z","37.7768094","-122.4170899","27.0543213","1915.7165527","","0","Absent",""
"13","2014-07-07T13:38:41Z","37.7770110","-122.4169820","27.0543213","1941.8864746","","0","Absent",""
"13","2014-07-07T13:38:49Z","37.7773376","-122.4170550","28.0155029","1972.2803955","","0","Absent",""
"13","2014-07-07T13:38:51Z","37.7774010","-122.4169503","28.9769287","1983.6635742","","0","Absent",""
"13","2014-07-07T13:38:55Z","37.7775956","-122.4167528","28.9769287","2011.6680908","","0","Absent",""
"13","2014-07-07T13:38:56Z","37.7776414","-122.4167058","28.4962158","2018.1838379","","0","Absent",""
"13","2014-07-07T13:39:00Z","37.7778144","-122.4164498","28.0155029","2047.8349609","","0","Absent",""
"13","2014-07-07T13:39:08Z","37.7782952","-122.4157902","28.0155029","2126.6857910","","0","Absent",""
"13","2014-07-07T13:39:11Z","37.7784379","-122.4155913","28.4962158","2150.2563477","","0","Absent",""
"13","2014-07-07T13:39:14Z","37.7785513","-122.4153439","28.4962158","2173.9301758","","0","Absent",""
"13","2014-07-07T13:39:18Z","37.7786081","-122.4150200","28.9769287","2203.7255859","","0","Absent",""
"13","2014-07-07T13:39:21Z","37.7784970","-122.4147710","29.4575195","2229.5898438","","0","Absent",""
"13","2014-07-07T13:39:28Z","37.7780714","-122.4142310","28.9769287","2296.3593750","","0","Absent",""
"13","2014-07-07T13:39:33Z","37.7777715","-122.4138697","28.9769287","2342.2438965","","0","Absent",""
"13","2014-07-07T13:39:37Z","37.7775822","-122.4135661","27.0543213","2376.0480957","","0","Absent",""
"13","2014-07-07T13:39:38Z","37.7775529","-122.4135112","26.5736084","2381.3098145","","0","Absent",""
"13","2014-07-07T13:39:42Z","37.7774988","-122.4134065","26.0928955","2391.4277344","","0","Absent",""
"13","2014-07-07T13:39:43Z","","","26.0928955","2391.4277344","","0","Present",""
"13","2014-07-07T13:39:46Z","","","26.5736084","2391.4277344","","","Present",""
"13","2014-07-07T13:39:47Z","","","","","","","",""
"14","2014-07-07T13:39:58Z","","","","","","","",""
"14","2014-07-07T13:39:59Z","","","26.5736084","2391.4277344","","0","Present",""
"14","2014-07-07T13:40:00Z","37.7774677","-122.4132853","26.5736084","2393.2951660","","0","Absent",""
"14","2014-07-07T13:40:01Z","37.7774268","-122.4132423","26.5736084","2399.5681152","","0","Absent",""
"14","2014-07-07T13:40:06Z","37.7772429","-122.4130095","26.0928955","2428.6579590","","0","Absent",""
"14","2014-07-07T13:40:13Z","37.7768969","-122.4125617","25.1317139","2483.7446289","","0","Absent",""
"14","2014-07-07T13:40:21Z","37.7764392","-122.4119761","24.6510010","2556.2902832","","0","Absent",""
"14","2014-07-07T13:40:24Z","37.7762487","-122.4117343","22.7282715","2586.4326172","","0","Absent",""
"14","2014-07-07T13:40:31Z","37.7758041","-122.4111719","22.2475586","2656.2956543","","0","Absent",""
"14","2014-07-07T13:40:39Z","37.7753236","-122.4105591","20.8056641","2732.1213379","","0","Absent",""
"14","2014-07-07T13:40:44Z","37.7750725","-122.4102449","19.8443604","2770.8781738","","0","Absent",""
"14","2014-07-07T13:40:47Z","37.7750381","-122.4101976","19.8443604","2776.3037109","","0","Absent",""
"14","2014-07-07T13:40:50Z","37.7749917","-122.4101378","20.3249512","2783.9111328","","0","Absent",""
"14","2014-07-07T13:40:56Z","37.7747654","-122.4098602","21.2863770","2819.1901855","","0","Absent",""
"14","2014-07-07T13:41:04Z","37.7744214","-122.4094148","19.8443604","2873.9829102","","0","Absent",""
"14","2014-07-07T13:41:14Z","37.7739842","-122.4088858","19.3637695","2941.2065430","","0","Absent",""
"14","2014-07-07T13:41:18Z","37.7738524","-122.4087123","19.8443604","2962.2514648","","0","Absent",""
"14","2014-07-07T13:41:21Z","","","19.3637695","2966.4238281","","0","Present",""
"14","2014-07-07T13:41:24Z","","","19.3637695","2966.4238281","","","Present",""
"14","2014-07-07T13:41:25Z","","","","","","","",""
"15","2014-07-07T13:41:44Z","","","","","","","",""
"15","2014-07-07T13:41:45Z","","","19.3637695","2966.4238281","","","Present",""
"15","2014-07-07T13:41:46Z","37.7738040","-122.4086544","19.3637695","2967.8798828","","0","Absent",""
"15","2014-07-07T13:41:49Z","37.7737105","-122.4085431","20.3249512","2982.4648438","","0","Absent",""
"15","2014-07-07T13:41:54Z","37.7734948","-122.4082739","20.3249512","3016.7456055","","0","Absent",""
"15","2014-07-07T13:42:01Z","37.7731225","-122.4078072","19.3637695","3074.7788086","","0","Absent",""
"15","2014-07-07T13:42:10Z","37.7726104","-122.4071775","18.8830566","3154.7846680","","0","Absent",""
"15","2014-07-07T13:42:13Z","37.7724069","-122.4070112","18.8830566","3181.6232910","","0","Absent",""
"15","2014-07-07T13:42:18Z","37.7721426","-122.4067049","18.4023438","3221.2004395","","0","Absent",""
"15","2014-07-07T13:42:21Z","37.7719924","-122.4065236","18.4023438","3244.3930664","","0","Absent",""
"15","2014-07-07T13:42:25Z","37.7717303","-122.4062382","16.9604492","3282.9436035","","0","Absent",""
"15","2014-07-07T13:42:28Z","37.7716008","-122.4059667","16.4797363","3310.4287109","","0","Absent",""
"15","2014-07-07T13:42:33Z","37.7713810","-122.4056693","15.5184326","3345.7480469","","0","Absent",""
"15","2014-07-07T13:42:37Z","37.7713310","-122.4055655","15.5184326","3355.9746094","","0","Absent",""
"15","2014-07-07T13:42:38Z","","","15.0377197","3355.9746094","","0","Present",""
"15","2014-07-07T13:42:39Z","","","15.0377197","3355.9746094","","","Present",""
"15","2014-07-07T13:42:40Z","","","","","","","",""
"16","2014-07-07T13:42:50Z","","","","","","","",""
"16","2014-07-07T13:42:51Z","37.7713040","-122.4055158","15.0377197","3355.9746094","","0","Absent",""
"16","2014-07-07T13:42:54Z","37.7712216","-122.4054166","15.5184326","3370.0886230","","0","Absent",""
"16","2014-07-07T13:42:58Z","37.7710708","-122.4052143","15.9990234","3394.7470703","","0","Absent",""
"16","2014-07-07T13:43:04Z","37.7707771","-122.4048552","16.9604492","3440.2038574","","0","Absent",""
"16","2014-07-07T13:43:08Z","37.7705792","-122.4046039","15.5184326","3471.3586426","","0","Absent",""
"16","2014-07-07T13:43:13Z","37.7703591","-122.4042870","15.5184326","3508.4433594","","0","Absent",""
"16","2014-07-07T13:43:18Z","37.7701795","-122.4040239","15.5184326","3538.7714844","","0","Absent",""
"16","2014-07-07T13:43:21Z","37.7701274","-122.4039525","15.0377197","3547.1579590","","0","Absent",""
"16","2014-07-07T13:43:22Z","37.7701086","-122.4039302","15.5184326","3550.1359863","","0","Absent",""
"16","2014-07-07T13:43:26Z","37.7701157","-122.4036944","15.9990234","3572.4353027","","0","Absent",""
"16","2014-07-07T13:43:28Z","37.7702069","-122.4035698","15.9990234","3587.5419922","","0","Absent",""
"16","2014-07-07T13:43:35Z","37.7706154","-122.4030899","15.5184326","3649.5837402","","0","Absent",""
"16","2014-07-07T13:43:41Z","37.7710015","-122.4026735","15.5184326","3705.9309082","","0","Absent",""
"16","2014-07-07T13:43:50Z","37.7716029","-122.4019267","15.9990234","3799.6982422","","0","Absent",""
"16","2014-07-07T13:43:57Z","37.7720738","-122.4013320","16.9604492","3873.7993164","","0","Absent",""
"16","2014-07-07T13:44:07Z","37.7727416","-122.4005029","15.5184326","3982.6149902","","0","Absent",""
"16","2014-07-07T13:44:17Z","37.7733986","-122.3996783","14.5570068","4080.7617188","","0","Absent",""
"16","2014-07-07T13:44:21Z","37.7736329","-122.3993561","14.5570068","4119.1489258","","0","Absent",""
"16","2014-07-07T13:44:27Z","37.7739977","-122.3988977","14.0764160","4177.3579102","","0","Absent",""
"16","2014-07-07T13:44:33Z","37.7744146","-122.3984102","14.5570068","4239.8403320","","0","Absent",""
"16","2014-07-07T13:44:41Z","37.7749679","-122.3976827","14.5570068","4328.5112305","","0","Absent",""
"16","2014-07-07T13:44:48Z","37.7754289","-122.3970664","14.5570068","4403.0825195","","0","Absent",""
"16","2014-07-07T13:44:58Z","37.7760853","-122.3962515","15.5184326","4505.2841797","","0","Absent",""
"16","2014-07-07T13:45:01Z","37.7762795","-122.3960299","14.5570068","4534.7519531","","0","Absent",""
"16","2014-07-07T13:45:08Z","37.7766540","-122.3955083","14.5570068","4596.5278320","","0","Absent",""
"16","2014-07-07T13:45:11Z","37.7767410","-122.3953466","15.0377197","4613.1054688","","0","Absent",""
"16","2014-07-07T13:45:13Z","","","14.5570068","4616.8422852","","0","Present",""
"16","2014-07-07T13:45:14Z","","","","","","","",""
"17","2014-07-07T14:48:46Z","","","","","","","",""
"17","2014-07-07T14:48:47Z","37.3943580","-122.0772434","23.2089844","4616.8422852","","0","Absent",""
"18","2014-07-07T14:48:47Z","37.3943580","-122.0772434","23.2089844","4616.8422852","","0","Absent",""
"18","2014-07-07T14:48:48Z","37.3944082","-122.0773694","23.2089844","4629.6064453","","0","Absent",""
"18","2014-07-07T14:48:56Z","37.3946268","-122.0779240","23.2089844","4684.2377930","","0","Absent",""
"18","2014-07-07T14:48:58Z","37.3946730","-122.0780531","23.2089844","4696.7031250","","0","Absent",""
"18","2014-07-07T14:49:02Z","37.3948019","-122.0781821","23.2089844","4716.4033203","","0","Absent",""
"18","2014-07-07T14:49:04Z","37.3948998","-122.0781526","23.2089844","4727.3779297","","0","Absent",""
"18","2014-07-07T14:49:12Z","37.3952247","-122.0779374","22.7282715","4768.1103516","","0","Absent",""
"18","2014-07-07T14:49:17Z","37.3953888","-122.0778117","23.2089844","4789.6499023","","0","Absent",""
"18","2014-07-07T14:49:21Z","37.3954031","-122.0775914","23.2089844","4810.6660156","","0","Absent",""
"18","2014-07-07T14:49:28Z","37.3952055","-122.0770689","23.6895752","4861.9775391","","0","Absent",""
"18","2014-07-07T14:49:35Z","37.3949692","-122.0764795","23.6895752","4920.4042969","","0","Absent",""
"18","2014-07-07T14:49:44Z","37.3946491","-122.0756780","23.6895752","4999.8041992","","0","Absent",""
"18","2014-07-07T14:49:52Z","37.3943533","-122.0749456","23.6895752","5072.9624023","","0","Absent",""
"18","2014-07-07T14:50:03Z","37.3939301","-122.0739375","24.6510010","5173.4545898","","0","Absent",""
"18","2014-07-07T14:50:13Z","37.3935474","-122.0730093","25.1317139","5266.3325195","","0","Absent",""
"18","2014-07-07T14:50:23Z","37.3931686","-122.0720555","25.6123047","5360.3564453","","0","Absent",""
"18","2014-07-07T14:50:32Z","37.3928236","-122.0712029","26.0928955","5445.8081055","","0","Absent",""
"18","2014-07-07T14:50:40Z","37.3924988","-122.0704741","25.1317139","5518.9047852","","0","Absent",""
"18","2014-07-07T14:50:46Z","37.3922488","-122.0699360","25.1317139","5573.9736328","","0","Absent",""
"18","2014-07-07T14:50:52Z","37.3919984","-122.0693934","25.6123047","5629.5385742","","0","Absent",""
"18","2014-07-07T14:51:02Z","37.3916151","-122.0684641","26.0928955","5722.0986328","","0","Absent",""
"18","2014-07-07T14:51:07Z","37.3914587","-122.0680162","27.0543213","5765.1679688","","0","Absent",""
"18","2014-07-07T14:51:20Z","37.3910006","-122.0668661","27.5349121","5879.0166016","","0","Absent",""
"18","2014-07-07T14:51:29Z","37.3906779","-122.0660493","27.5349121","5959.7163086","","0","Absent",""
"18","2014-07-07T14:51:39Z","37.3903218","-122.0651571","28.0155029","6048.0048828","","0","Absent",""
"18","2014-07-07T14:51:49Z","37.3899620","-122.0642554","28.4962158","6141.2094727","","0","Absent",""
"18","2014-07-07T14:51:57Z","37.3897035","-122.0636162","28.4962158","6200.6284180","","0","Absent",""
"18","2014-07-07T14:52:05Z","37.3895020","-122.0630971","28.9769287","6251.5937500","","0","Absent",""
"18","2014-07-07T14:52:11Z","37.3893842","-122.0627867","29.9381104","6281.9799805","","0","Absent",""
"18","2014-07-07T14:52:16Z","37.3893235","-122.0626102","29.4575195","6298.7675781","","0","Absent",""
"18","2014-07-07T14:52:18Z","","","28.9769287","6301.8662109","","0","Present",""
"18","2014-07-07T14:52:23Z","","","29.9381104","6303.9560547","","0","Present",""
"18","2014-07-07T14:52:24Z","","","","","","","",""
"19","2014-07-07T14:52:26Z","","","","","","","",""
"19","2014-07-07T14:52:27Z","","","29.4575195","6303.9560547","","0","Present",""
"19","2014-07-07T14:52:28Z","37.3892995","-122.0625286","29.4575195","6305.0654297","","0","Absent",""
