""RecID","MultiSportSessionRecID","NextSportRecID","StartTime","Sport","TotalTimeSeconds","DistanceMeters","VirtualPartner","PlanName","PlanType","IntervalWorkout","Notes","Creator","""
"1","","","2014-04-28T13:38:58Z","Biking","","","","""","","","""",""EDGE305"",""
"2","","","2012-11-28T00:15:52Z","Biking","","","","""","","","""",""EDGE305"",""
"3","","","2012-08-20T23:15:15Z","Biking","","","","""","","","""",""EDGE305"",""
"4","","","2012-04-23T14:48:07Z","Biking","","","","""","","","""",""EDGE305"",""
"5","","","2012-09-04T23:13:34Z","Biking","","","","""","","","""",""EDGE305"",""
"6","","","2014-06-20T23:24:34Z","Biking","","","","""","","","""",""EDGE305"",""
"7","","","2012-09-24T15:25:48Z","Biking","","","","""","","","""",""EDGE305"",""
"8","","","2013-05-10T14:49:09Z","Biking","","","","""","","","""",""EDGE305"",""
"9","","","2013-08-30T13:38:30Z","Biking","","","","""","","","""",""EDGE305"",""
"10","","","2014-07-07T13:34:31Z","Biking","","","","""","","","""",""EDGE305"",""
"11","","","2012-07-23T23:15:02Z","Biking","","","","""","","","""",""EDGE305"",""
"12","","","2013-05-29T13:51:34Z","Biking","","","","""","","","""",""EDGE305"",""
"13","","","2012-10-31T14:46:28Z","Biking","","","","""","","","""",""EDGE305"",""
"14","","","2014-04-21T23:22:09Z","Biking","","","","""","","","""",""EDGE305"",""
"15","","","2014-05-13T13:37:00Z","Biking","","","","""","","","""",""EDGE305"",""
"16","","","2014-02-21T14:38:38Z","Biking","","","","""","","","""",""EDGE305"",""
"17","","","2013-12-18T14:39:18Z","Biking","","","","""","","","""",""EDGE305"",""
"18","","","2012-07-24T14:46:46Z","Biking","","","","""","","","""",""EDGE305"",""
"19","","","2014-02-06T00:16:01Z","Biking","","","","""","","","""",""EDGE305"",""
"20","","","2014-03-05T14:34:06Z","Biking","","","","""","","","""",""EDGE305"",""
"21","","","2013-01-29T15:47:23Z","Biking","","","","""","","","""",""EDGE305"",""
"22","","","2013-01-11T23:56:46Z","Biking","","","","""","","","""",""EDGE305"",""
"23","","","2013-10-30T23:22:57Z","Biking","","","","""","","","""",""EDGE305"",""
"24","","","2013-12-13T14:41:57Z","Biking","","","","""","","","""",""EDGE305"",""
"25","","","2013-12-10T00:15:36Z","Biking","","","","""","","","""",""EDGE305"",""
"26","","","2014-01-10T14:38:54Z","Biking","","","","""","","","""",""EDGE305"",""
"27","","","2014-07-25T13:38:21Z","Biking","","","","""","","","""",""EDGE305"",""
"28","","","2013-10-04T13:40:05Z","Biking","","","","""","","","""",""EDGE305"",""
"29","","","2013-09-03T23:19:00Z","Biking","","","","""","","","""",""EDGE305"",""
"30","","","2013-05-31T13:50:21Z","Biking","","","","""","","","""",""EDGE305"",""
"31","","","2012-09-19T14:50:15Z","Biking","","","","""","","","""",""EDGE305"",""
"32","","","2012-04-17T23:14:53Z","Biking","","","","""","","","""",""EDGE305"",""
"33","","","2012-10-03T14:49:38Z","Biking","","","","""","","","""",""EDGE305"",""
"34","","","2014-02-04T00:19:12Z","Biking","","","","""","","","""",""EDGE305"",""
"35","","","2014-01-28T14:40:30Z","Biking","","","","""","","","""",""EDGE305"",""
"36","","","2014-03-12T13:42:11Z","Biking","","","","""","","","""",""EDGE305"",""
"37","","","2014-06-10T23:18:53Z","Biking","","","","""","","","""",""EDGE305"",""
"38","","","2013-02-11T15:48:47Z","Biking","","","","""","","","""",""EDGE305"",""
"39","","","2014-05-20T13:37:41Z","Biking","","","","""","","","""",""EDGE305"",""
"40","","","2012-09-26T23:23:11Z","Biking","","","","""","","","""",""EDGE305"",""
"41","","","2012-04-24T00:15:10Z","Biking","","","","""","","","""",""EDGE305"",""
"42","","","2012-08-17T14:47:44Z","Biking","","","","""","","","""",""EDGE305"",""
"43","","","2013-05-15T13:48:45Z","Biking","","","","""","","","""",""EDGE305"",""
"44","","","2013-05-03T13:45:09Z","Biking","","","","""","","","""",""EDGE305"",""
"45","","","2014-05-30T23:20:04Z","Biking","","","","""","","","""",""EDGE305"",""
"46","","","2014-03-21T13:45:24Z","Biking","","","","""","","","""",""EDGE305"",""
"47","","","2013-10-02T13:31:43Z","Biking","","","","""","","","""",""EDGE305"",""
"48","","","2013-04-09T13:44:35Z","Biking","","","","""","","","""",""EDGE305"",""
"49","","","2013-04-29T14:54:56Z","Biking","","","","""","","","""",""EDGE305"",""
"50","","","2012-09-14T14:52:51Z","Biking","","","","""","","","""",""EDGE305"",""
"51","","","2014-02-25T00:18:41Z","Biking","","","","""","","","""",""EDGE305"",""
"52","","","2014-05-14T23:20:48Z","Biking","","","","""","","","""",""EDGE305"",""
"53","","","2013-09-20T13:39:02Z","Biking","","","","""","","","""",""EDGE305"",""
"54","","","2013-02-20T15:45:44Z","Biking","","","","""","","","""",""EDGE305"",""
"55","","","2013-05-22T14:00:39Z","Biking","","","","""","","","""",""EDGE305"",""
"56","","","2014-03-14T13:39:49Z","Biking","","","","""","","","""",""EDGE305"",""
"57","","","2014-04-11T13:40:31Z","Biking","","","","""","","","""",""EDGE305"",""
"58","","","2012-12-15T00:01:39Z","Biking","","","","""","","","""",""EDGE305"",""
"59","","","2012-11-12T15:47:22Z","Biking","","","","""","","","""",""EDGE305"",""
"60","","","2013-08-28T23:18:02Z","Biking","","","","""","","","""",""EDGE305"",""
"61","","","2013-11-22T00:09:16Z","Biking","","","","""","","","""",""EDGE305"",""
"62","","","2013-02-27T14:47:54Z","Biking","","","","""","","","""",""EDGE305"",""
"63","","","2013-07-31T23:17:32Z","Biking","","","","""","","","""",""EDGE305"",""
"64","","","2013-03-26T23:18:44Z","Biking","","","","""","","","""",""EDGE305"",""
"65","","","2014-04-07T23:15:30Z","Biking","","","","""","","","""",""EDGE305"",""
"66","","","2013-06-11T13:47:38Z","Biking","","","","""","","","""",""EDGE305"",""
"67","","","2013-09-23T13:42:24Z","Biking","","","","""","","","""",""EDGE305"",""
"68","","","2012-12-05T00:13:31Z","Biking","","","","""","","","""",""EDGE305"",""
"69","","","2014-01-07T14:42:00Z","Biking","","","","""","","","""",""EDGE305"",""
"70","","","2014-05-06T13:39:00Z","Biking","","","","""","","","""",""EDGE305"",""
"71","","","2013-10-08T13:41:31Z","Biking","","","","""","","","""",""EDGE305"",""
"72","","","2012-10-10T14:49:35Z","Biking","","","","""","","","""",""EDGE305"",""
"73","","","2012-08-18T20:36:05Z","Biking","","","","""","","","""",""EDGE305"",""
"74","","","2013-12-17T00:18:23Z","Biking","","","","""","","","""",""EDGE305"",""
"75","","","2013-05-24T22:19:36Z","Biking","","","","""","","","""",""EDGE305"",""
"76","","","2012-11-15T00:16:56Z","Biking","","","","""","","","""",""EDGE305"",""
"77","","","2012-07-23T14:47:33Z","Biking","","","","""","","","""",""EDGE305"",""
"78","","","2012-10-22T14:46:58Z","Biking","","","","""","","","""",""EDGE305"",""
"79","","","2013-09-09T13:39:53Z","Biking","","","","""","","","""",""EDGE305"",""
"80","","","2014-04-30T23:20:35Z","Biking","","","","""","","","""",""EDGE305"",""
"81","","","2012-04-16T14:48:04Z","Biking","","","","""","","","""",""EDGE305"",""
"82","","","2014-01-04T00:22:45Z","Biking","","","","""","","","""",""EDGE305"",""
"83","","","2012-07-17T23:19:08Z","Biking","","","","""","","","""",""EDGE305"",""
"84","","","2014-03-08T00:20:40Z","Biking","","","","""","","","""",""EDGE305"",""
"85","","","2013-11-20T00:20:55Z","Biking","","","","""","","","""",""EDGE305"",""
"86","","","2012-09-10T14:47:48Z","Biking","","","","""","","","""",""EDGE305"",""
"87","","","2013-04-05T14:47:05Z","Biking","","","","""","","","""",""EDGE305"",""
"88","","","2014-04-09T13:41:01Z","Biking","","","","""","","","""",""EDGE305"",""
"89","","","2012-12-13T15:56:29Z","Biking","","","","""","","","""",""EDGE305"",""
"90","","","2013-06-11T23:18:21Z","Biking","","","","""","","","""",""EDGE305"",""
"91","","","2014-07-09T13:40:12Z","Biking","","","","""","","","""",""EDGE305"",""
"92","","","2013-11-19T14:37:29Z","Biking","","","","""","","","""",""EDGE305"",""
"93","","","2013-06-04T13:54:00Z","Biking","","","","""","","","""",""EDGE305"",""
"94","","","2013-08-27T23:19:57Z","Biking","","","","""","","","""",""EDGE305"",""
"95","","","2014-05-05T13:39:12Z","Biking","","","","""","","","""",""EDGE305"",""
"96","","","2013-07-30T13:37:41Z","Biking","","","","""","","","""",""EDGE305"",""
"97","","","2012-08-22T14:48:34Z","Biking","","","","""","","","""",""EDGE305"",""
"98","","","2014-03-18T23:20:23Z","Biking","","","","""","","","""",""EDGE305"",""
"99","","","2014-02-14T14:44:23Z","Biking","","","","""","","","""",""EDGE305"",""
"100","","","2013-10-23T23:23:51Z","Biking","","","","""","","","""",""EDGE305"",""
"101","","","2012-10-12T23:12:13Z","Biking","","","","""","","","""",""EDGE305"",""
"102","","","2013-04-24T22:17:51Z","Biking","","","","""","","","""",""EDGE305"",""
"103","","","2013-10-29T13:39:06Z","Biking","","","","""","","","""",""EDGE305"",""
"104","","","2012-11-10T00:13:17Z","Biking","","","","""","","","""",""EDGE305"",""
"105","","","2014-05-27T23:24:26Z","Biking","","","","""","","","""",""EDGE305"",""
"106","","","2013-10-16T13:40:28Z","Biking","","","","""","","","""",""EDGE305"",""
"107","","","2012-10-08T23:18:32Z","Biking","","","","""","","","""",""EDGE305"",""
"108","","","2013-07-25T23:17:19Z","Biking","","","","""","","","""",""EDGE305"",""
"109","","","2013-07-09T23:17:56Z","Biking","","","","""","","","""",""EDGE305"",""
"110","","","2013-03-19T15:01:46Z","Biking","","","","""","","","""",""EDGE305"",""
"111","","","2013-04-22T23:51:29Z","Biking","","","","""","","","""",""EDGE305"",""
"112","","","2013-11-21T00:20:39Z","Biking","","","","""","","","""",""EDGE305"",""
"113","","","2014-01-03T00:20:08Z","Biking","","","","""","","","""",""EDGE305"",""
"114","","","2014-06-04T13:37:28Z","Biking","","","","""","","","""",""EDGE305"",""
"115","","","2012-07-09T14:47:16Z","Biking","","","","""","","","""",""EDGE305"",""
"116","","","2012-08-27T14:47:26Z","Biking","","","","""","","","""",""EDGE305"",""
"117","","","2012-06-26T14:48:57Z","Biking","","","","""","","","""",""EDGE305"",""
"118","","","2012-04-24T14:50:26Z","Biking","","","","""","","","""",""EDGE305"",""
"119","","","2012-07-25T23:17:41Z","Biking","","","","""","","","""",""EDGE305"",""
"120","","","2013-01-07T15:56:14Z","Biking","","","","""","","","""",""EDGE305"",""
"121","","","2013-03-22T23:18:33Z","Biking","","","","""","","","""",""EDGE305"",""
"122","","","2012-10-26T14:47:35Z","Biking","","","","""","","","""",""EDGE305"",""
"123","","","2012-10-19T23:11:24Z","Biking","","","","""","","","""",""EDGE305"",""
"124","","","2014-05-07T23:19:14Z","Biking","","","","""","","","""",""EDGE305"",""
"125","","","2012-10-16T14:49:09Z","Biking","","","","""","","","""",""EDGE305"",""
"126","","","2013-02-13T00:15:43Z","Biking","","","","""","","","""",""EDGE305"",""
"127","","","2012-04-25T23:11:57Z","Biking","","","","""","","","""",""EDGE305"",""
"128","","","2012-09-19T23:16:30Z","Biking","","","","""","","","""",""EDGE305"",""
"129","","","2014-02-04T14:40:21Z","Biking","","","","""","","","""",""EDGE305"",""
"130","","","2014-06-17T23:19:36Z","Biking","","","","""","","","""",""EDGE305"",""
"131","","","2013-01-23T00:17:08Z","Biking","","","","""","","","""",""EDGE305"",""
"132","","","2014-04-22T23:22:37Z","Biking","","","","""","","","""",""EDGE305"",""
"133","","","2014-03-31T13:39:48Z","Biking","","","","""","","","""",""EDGE305"",""
"134","","","2012-09-11T23:16:56Z","Biking","","","","""","","","""",""EDGE305"",""
"135","","","2012-07-03T23:13:29Z","Biking","","","","""","","","""",""EDGE305"",""
"136","","","2014-01-08T00:18:57Z","Biking","","","","""","","","""",""EDGE305"",""
"137","","","2013-08-26T23:16:11Z","Biking","","","","""","","","""",""EDGE305"",""
"138","","","2013-12-04T14:43:12Z","Biking","","","","""","","","""",""EDGE305"",""
"139","","","2013-10-09T23:16:28Z","Biking","","","","""","","","""",""EDGE305"",""
"140","","","2013-03-21T23:18:42Z","Biking","","","","""","","","""",""EDGE305"",""
"141","","","2012-07-02T14:44:44Z","Biking","","","","""","","","""",""EDGE305"",""
"142","","","2012-07-09T23:20:07Z","Biking","","","","""","","","""",""EDGE305"",""
"143","","","2013-01-04T15:46:52Z","Biking","","","","""","","","""",""EDGE305"",""
"144","","","2012-12-12T02:19:00Z","Biking","","","","""","","","""",""EDGE305"",""
"145","","","2012-09-05T23:19:18Z","Biking","","","","""","","","""",""EDGE305"",""
"146","","","2013-03-02T00:18:26Z","Biking","","","","""","","","""",""EDGE305"",""
"147","","","2013-12-21T00:19:48Z","Biking","","","","""","","","""",""EDGE305"",""
"148","","","2013-01-11T15:49:43Z","Biking","","","","""","","","""",""EDGE305"",""
"149","","","2014-05-21T23:19:04Z","Biking","","","","""","","","""",""EDGE305"",""
"150","","","2012-08-31T14:47:08Z","Biking","","","","""","","","""",""EDGE305"",""
"151","","","2014-05-19T13:43:32Z","Biking","","","","""","","","""",""EDGE305"",""
"152","","","2012-10-01T23:17:07Z","Biking","","","","""","","","""",""EDGE305"",""
"153","","","2012-07-20T14:47:02Z","Biking","","","","""","","","""",""EDGE305"",""
"154","","","2014-07-25T23:17:31Z","Biking","","","","""","","","""",""EDGE305"",""
"155","","","2014-07-07T23:22:20Z","Biking","","","","""","","","""",""EDGE305"",""
"156","","","2014-03-25T23:22:07Z","Biking","","","","""","","","""",""EDGE305"",""
"157","","","2013-10-07T13:38:41Z","Biking","","","","""","","","""",""EDGE305"",""
"158","","","2014-06-16T13:35:51Z","Biking","","","","""","","","""",""EDGE305"",""
"159","","","2012-11-07T00:14:46Z","Biking","","","","""","","","""",""EDGE305"",""
"160","","","2012-08-22T23:16:05Z","Biking","","","","""","","","""",""EDGE305"",""
"161","","","2013-12-01T23:12:10Z","Biking","","","","""","","","""",""EDGE305"",""
"162","","","2013-01-09T00:16:02Z","Biking","","","","""","","","""",""EDGE305"",""
"163","","","2012-05-01T14:49:49Z","Biking","","","","""","","","""",""EDGE305"",""
"164","","","2012-09-14T23:22:11Z","Biking","","","","""","","","""",""EDGE305"",""
"165","","","2013-05-28T13:51:31Z","Biking","","","","""","","","""",""EDGE305"",""
"166","","","2013-11-19T00:12:32Z","Biking","","","","""","","","""",""EDGE305"",""
"167","","","2014-06-30T23:22:23Z","Biking","","","","""","","","""",""EDGE305"",""
"168","","","2013-06-17T13:38:01Z","Biking","","","","""","","","""",""EDGE305"",""
"169","","","2013-01-31T00:17:49Z","Biking","","","","""","","","""",""EDGE305"",""
"170","","","2013-10-01T23:20:09Z","Biking","","","","""","","","""",""EDGE305"",""
"171","","","2014-06-23T13:36:54Z","Biking","","","","""","","","""",""EDGE305"",""
"172","","","2014-03-03T14:37:30Z","Biking","","","","""","","","""",""EDGE305"",""
"173","","","2014-03-05T00:21:36Z","Biking","","","","""","","","""",""EDGE305"",""
"174","","","2013-12-02T14:35:39Z","Biking","","","","""","","","""",""EDGE305"",""
"175","","","2012-10-16T23:16:10Z","Biking","","","","""","","","""",""EDGE305"",""
"176","","","2012-12-10T23:56:50Z","Biking","","","","""","","","""",""EDGE305"",""
"177","","","2013-12-27T22:44:42Z","Biking","","","","""","","","""",""EDGE305"",""
"178","","","2013-01-30T00:17:37Z","Biking","","","","""","","","""",""EDGE305"",""
"179","","","2014-03-11T13:39:01Z","Biking","","","","""","","","""",""EDGE305"",""
"180","","","2014-07-01T13:36:06Z","Biking","","","","""","","","""",""EDGE305"",""
"181","","","2014-06-06T23:21:34Z","Biking","","","","""","","","""",""EDGE305"",""
"182","","","2014-06-11T23:19:39Z","Biking","","","","""","","","""",""EDGE305"",""
"183","","","2013-02-25T16:46:10Z","Biking","","","","""","","","""",""EDGE305"",""
"184","","","2014-02-19T00:18:08Z","Biking","","","","""","","","""",""EDGE305"",""
"185","","","2013-11-21T14:35:17Z","Biking","","","","""","","","""",""EDGE305"",""
"186","","","2012-07-13T14:48:59Z","Biking","","","","""","","","""",""EDGE305"",""
"187","","","2014-05-28T23:16:43Z","Biking","","","","""","","","""",""EDGE305"",""
"188","","","2014-02-11T14:40:28Z","Biking","","","","""","","","""",""EDGE305"",""
"189","","","2012-06-27T14:48:35Z","Biking","","","","""","","","""",""EDGE305"",""
"190","","","2013-07-29T13:40:23Z","Biking","","","","""","","","""",""EDGE305"",""
"191","","","2012-06-25T23:22:34Z","Biking","","","","""","","","""",""EDGE305"",""
"192","","","2014-03-19T13:37:09Z","Biking","","","","""","","","""",""EDGE305"",""
"193","","","2012-10-29T14:48:52Z","Biking","","","","""","","","""",""EDGE305"",""
"194","","","2014-06-20T13:35:55Z","Biking","","","","""","","","""",""EDGE305"",""
"195","","","2014-04-08T23:55:46Z","Biking","","","","""","","","""",""EDGE305"",""
"196","","","2012-09-21T14:48:48Z","Biking","","","","""","","","""",""EDGE305"",""
"197","","","2014-05-05T23:22:46Z","Biking","","","","""","","","""",""EDGE305"",""
"198","","","2012-05-02T14:46:23Z","Biking","","","","""","","","""",""EDGE305"",""
"199","","","2012-10-31T00:12:54Z","Biking","","","","""","","","""",""EDGE305"",""
"200","","","2013-06-03T23:19:00Z","Biking","","","","""","","","""",""EDGE305"",""
"201","","","2014-02-12T00:20:31Z","Biking","","","","""","","","""",""EDGE305"",""
"202","","","2014-03-17T13:38:41Z","Biking","","","","""","","","""",""EDGE305"",""
"203","","","2014-04-07T13:33:45Z","Biking","","","","""","","","""",""EDGE305"",""
"204","","","2013-05-29T22:58:23Z","Biking","","","","""","","","""",""EDGE305"",""
"205","","","2014-04-15T13:41:54Z","Biking","","","","""","","","""",""EDGE305"",""
"206","","","2012-09-05T14:48:02Z","Biking","","","","""","","","""",""EDGE305"",""
"207","","","2013-05-03T22:59:16Z","Biking","","","","""","","","""",""EDGE305"",""
"208","","","2013-09-03T13:38:46Z","Biking","","","","""","","","""",""EDGE305"",""
"209","","","2013-03-21T14:49:37Z","Biking","","","","""","","","""",""EDGE305"",""
"210","","","2013-07-16T13:41:31Z","Biking","","","","""","","","""",""EDGE305"",""
"211","","","2014-07-25T00:02:31Z","Biking","","","","""","","","""",""EDGE305"",""
"212","","","2014-01-09T00:18:57Z","Biking","","","","""","","","""",""EDGE305"",""
"213","","","2013-12-11T14:43:33Z","Biking","","","","""","","","""",""EDGE305"",""
"214","","","2013-04-23T14:51:03Z","Biking","","","","""","","","""",""EDGE305"",""
"215","","","2014-05-13T23:19:49Z","Biking","","","","""","","","""",""EDGE305"",""
"216","","","2012-09-18T15:00:56Z","Biking","","","","""","","","""",""EDGE305"",""
"217","","","2012-12-18T15:49:20Z","Biking","","","","""","","","""",""EDGE305"",""
"218","","","2012-04-18T14:47:19Z","Biking","","","","""","","","""",""EDGE305"",""
"219","","","2013-10-08T23:20:41Z","Biking","","","","""","","","""",""EDGE305"",""
"220","","","2014-03-12T23:18:01Z","Biking","","","","""","","","""",""EDGE305"",""
"221","","","2012-08-28T14:45:11Z","Biking","","","","""","","","""",""EDGE305"",""
"222","","","2013-05-21T13:53:14Z","Biking","","","","""","","","""",""EDGE305"",""
"223","","","2014-04-29T23:24:18Z","Biking","","","","""","","","""",""EDGE305"",""
"224","","","2014-06-03T13:37:35Z","Biking","","","","""","","","""",""EDGE305"",""
"225","","","2013-04-05T23:20:57Z","Biking","","","","""","","","""",""EDGE305"",""
"226","","","2012-12-19T00:15:51Z","Biking","","","","""","","","""",""EDGE305"",""
"227","","","2013-09-05T00:19:31Z","Biking","","","","""","","","""",""EDGE305"",""
"228","","","2014-05-27T13:34:28Z","Biking","","","","""","","","""",""EDGE305"",""
"229","","","2012-11-14T15:49:40Z","Biking","","","","""","","","""",""EDGE305"",""
"230","","","2013-10-28T13:40:27Z","Biking","","","","""","","","""",""EDGE305"",""
"231","","","2013-05-22T23:16:30Z","Biking","","","","""","","","""",""EDGE305"",""
"232","","","2012-11-02T23:16:42Z","Biking","","","","""","","","""",""EDGE305"",""
"233","","","2014-05-16T13:37:27Z","Biking","","","","""","","","""",""EDGE305"",""
"234","","","2013-07-19T23:20:43Z","Biking","","","","""","","","""",""EDGE305"",""
"235","","","2012-07-20T23:17:41Z","Biking","","","","""","","","""",""EDGE305"",""
"236","","","2013-10-02T23:19:49Z","Biking","","","","""","","","""",""EDGE305"",""
"237","","","2013-09-13T13:38:19Z","Biking","","","","""","","","""",""EDGE305"",""
"238","","","2013-08-26T13:42:11Z","Biking","","","","""","","","""",""EDGE305"",""
"239","","","2013-05-01T13:43:58Z","Biking","","","","""","","","""",""EDGE305"",""
"240","","","2014-06-10T13:38:59Z","Biking","","","","""","","","""",""EDGE305"",""
"241","","","2013-04-02T23:18:36Z","Biking","","","","""","","","""",""EDGE305"",""
"242","","","2013-09-18T23:18:13Z","Biking","","","","""","","","""",""EDGE305"",""
"243","","","2012-06-22T23:15:14Z","Biking","","","","""","","","""",""EDGE305"",""
"244","","","2014-06-26T13:34:25Z","Biking","","","","""","","","""",""EDGE305"",""
"245","","","2013-03-26T14:48:19Z","Biking","","","","""","","","""",""EDGE305"",""
"246","","","2013-06-03T13:52:14Z","Biking","","","","""","","","""",""EDGE305"",""
"247","","","2014-04-28T23:19:40Z","Biking","","","","""","","","""",""EDGE305"",""
"248","","","2014-03-06T00:20:57Z","Biking","","","","""","","","""",""EDGE305"",""
"249","","","2013-01-10T00:10:07Z","Biking","","","","""","","","""",""EDGE305"",""
"250","","","2012-12-14T01:00:53Z","Biking","","","","""","","","""",""EDGE305"",""
"251","","","2014-04-30T13:37:36Z","Biking","","","","""","","","""",""EDGE305"",""
"252","","","2012-04-30T14:49:53Z","Biking","","","","""","","","""",""EDGE305"",""
"253","","","2013-01-02T15:51:51Z","Biking","","","","""","","","""",""EDGE305"",""
"254","","","2014-03-31T23:20:55Z","Biking","","","","""","","","""",""EDGE305"",""
"255","","","2012-08-31T23:21:40Z","Biking","","","","""","","","""",""EDGE305"",""
"256","","","2013-03-25T14:41:03Z","Biking","","","","""","","","""",""EDGE305"",""
"257","","","2014-05-23T23:22:10Z","Biking","","","","""","","","""",""EDGE305"",""
"258","","","2013-01-22T15:49:12Z","Biking","","","","""","","","""",""EDGE305"",""
"259","","","2012-10-23T14:49:26Z","Biking","","","","""","","","""",""EDGE305"",""
"260","","","2013-12-07T00:19:57Z","Biking","","","","""","","","""",""EDGE305"",""
"261","","","2014-06-17T13:34:36Z","Biking","","","","""","","","""",""EDGE305"",""
"262","","","2014-04-14T13:44:14Z","Biking","","","","""","","","""",""EDGE305"",""
"263","","","2012-09-24T23:18:11Z","Biking","","","","""","","","""",""EDGE305"",""
"264","","","2012-10-08T14:48:15Z","Biking","","","","""","","","""",""EDGE305"",""
"265","","","2013-05-10T23:17:11Z","Biking","","","","""","","","""",""EDGE305"",""
"266","","","2012-07-10T23:25:17Z","Biking","","","","""","","","""",""EDGE305"",""
"267","","","2012-07-11T14:47:37Z","Biking","","","","""","","","""",""EDGE305"",""
"268","","","2013-09-04T13:36:25Z","Biking","","","","""","","","""",""EDGE305"",""
"269","","","2012-07-11T23:14:23Z","Biking","","","","""","","","""",""EDGE305"",""
"270","","","2013-09-25T13:41:13Z","Biking","","","","""","","","""",""EDGE305"",""
"271","","","2013-02-21T00:20:02Z","Biking","","","","""","","","""",""EDGE305"",""
"272","","","2014-02-03T14:38:49Z","Biking","","","","""","","","""",""EDGE305"",""
"273","","","2013-12-04T00:06:18Z","Biking","","","","""","","","""",""EDGE305"",""
"274","","","2013-12-17T14:38:54Z","Biking","","","","""","","","""",""EDGE305"",""
"275","","","2013-02-26T00:03:26Z","Biking","","","","""","","","""",""EDGE305"",""
"276","","","2013-05-01T23:15:55Z","Biking","","","","""","","","""",""EDGE305"",""
"277","","","2013-01-08T15:49:34Z","Biking","","","","""","","","""",""EDGE305"",""
"278","","","2014-07-24T13:38:21Z","Biking","","","","""","","","""",""EDGE305"",""
"279","","","2013-07-08T13:40:48Z","Biking","","","","""","","","""",""EDGE305"",""
"280","","","2013-05-08T14:43:34Z","Biking","","","","""","","","""",""EDGE305"",""
"281","","","2013-03-11T14:47:00Z","Biking","","","","""","","","""",""EDGE305"",""
"282","","","2014-03-10T13:39:43Z","Biking","","","","""","","","""",""EDGE305"",""
"283","","","2014-05-06T23:23:44Z","Biking","","","","""","","","""",""EDGE305"",""
"284","","","2013-05-14T13:48:47Z","Biking","","","","""","","","""",""EDGE305"",""
"285","","","2013-04-09T23:14:17Z","Biking","","","","""","","","""",""EDGE305"",""
"286","","","2012-04-09T14:47:32Z","Biking","","","","""","","","""",""EDGE305"",""
"287","","","2012-09-28T16:20:45Z","Biking","","","","""","","","""",""EDGE305"",""
"288","","","2014-03-19T23:24:47Z","Biking","","","","""","","","""",""EDGE305"",""
"289","","","2012-10-24T23:16:31Z","Biking","","","","""","","","""",""EDGE305"",""
"290","","","2014-02-15T00:23:00Z","Biking","","","","""","","","""",""EDGE305"",""
"291","","","2013-04-03T14:47:49Z","Biking","","","","""","","","""",""EDGE305"",""
"292","","","2013-06-19T13:39:53Z","Biking","","","","""","","","""",""EDGE305"",""
"293","","","2013-03-12T14:47:03Z","Biking","","","","""","","","""",""EDGE305"",""
"294","","","2012-04-16T23:16:14Z","Biking","","","","""","","","""",""EDGE305"",""
"295","","","2014-02-07T14:41:03Z","Biking","","","","""","","","""",""EDGE305"",""
"296","","","2013-03-19T23:15:51Z","Biking","","","","""","","","""",""EDGE305"",""
"297","","","2013-04-23T23:19:47Z","Biking","","","","""","","","""",""EDGE305"",""
"298","","","2012-12-03T15:51:41Z","Biking","","","","""","","","""",""EDGE305"",""
"299","","","2014-01-13T14:39:15Z","Biking","","","","""","","","""",""EDGE305"",""
"300","","","2013-06-07T14:04:14Z","Biking","","","","""","","","""",""EDGE305"",""
"301","","","2012-04-30T23:13:10Z","Biking","","","","""","","","""",""EDGE305"",""
"302","","","2014-07-09T23:26:28Z","Biking","","","","""","","","""",""EDGE305"",""
"303","","","2012-08-29T14:48:43Z","Biking","","","","""","","","""",""EDGE305"",""
"304","","","2012-04-20T23:16:24Z","Biking","","","","""","","","""",""EDGE305"",""
"305","","","2012-11-27T15:48:18Z","Biking","","","","""","","","""",""EDGE305"",""
"306","","","2012-09-10T23:17:35Z","Biking","","","","""","","","""",""EDGE305"",""
"307","","","2013-05-21T22:19:16Z","Biking","","","","""","","","""",""EDGE305"",""
"308","","","2013-03-27T23:18:36Z","Biking","","","","""","","","""",""EDGE305"",""
"309","","","2013-05-15T23:15:32Z","Biking","","","","""","","","""",""EDGE305"",""
"310","","","2013-07-23T22:24:55Z","Biking","","","","""","","","""",""EDGE305"",""
"311","","","2012-07-24T23:16:24Z","Biking","","","","""","","","""",""EDGE305"",""
"312","","","2012-12-07T15:51:04Z","Biking","","","","""","","","""",""EDGE305"",""
"313","","","2012-11-05T15:48:25Z","Biking","","","","""","","","""",""EDGE305"",""
"314","","","2013-09-06T22:56:23Z","Biking","","","","""","","","""",""EDGE305"",""
"315","","","2012-10-03T23:26:50Z","Biking","","","","""","","","""",""EDGE305"",""
"316","","","2012-08-21T14:45:49Z","Biking","","","","""","","","""",""EDGE305"",""
"317","","","2014-06-04T23:20:07Z","Biking","","","","""","","","""",""EDGE305"",""
"318","","","2013-10-28T23:22:11Z","Biking","","","","""","","","""",""EDGE305"",""
"319","","","2012-09-12T23:17:21Z","Biking","","","","""","","","""",""EDGE305"",""
"320","","","2013-02-06T15:49:21Z","Biking","","","","""","","","""",""EDGE305"",""
"321","","","2014-03-24T13:41:05Z","Biking","","","","""","","","""",""EDGE305"",""
"322","","","2012-07-18T14:47:05Z","Biking","","","","""","","","""",""EDGE305"",""
"323","","","2013-01-16T00:01:18Z","Biking","","","","""","","","""",""EDGE305"",""
